Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
964,2 Days Private Tour in Preah Vehea and Koh Ker,Multi-day Tours,1,5,48,500,"Cold Water and Cold towel, Driver with full experience to all destinations","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
965, Koh Ker and Boeng Mealea Jungle Explorer,Bus Tours,1,5,7,121,"Visit the most skillfully crafted of Koh Ker Group & Boeng Mealea Temple, Experienced English Speaking Tour Guide, Air-con Vehicle, Koh Ker entrance fee, Pickup and drop off from hotel, Mineral Water, Entry/Admission - Koh Ker Temple, Entry/Admission - Beng Mealea","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
966,Scooter Bite At Night,Ports of Call Tours,1,5,4,70.77,"Cambodia Hot Pot will serve as a dinner, Soda/Pop, Entry/Admission - Prasat Phnom Krom","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
967,Sambor Prei Kuk Off Beaten Track,Half-day Tours,1,5,3,194.88,"Bottle Water, Private Tour, Driver/guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
968,Pick up/Drop Off by Tuk Tuk,Tuk Tuk Tours,1,5,1,7,Bottled water,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
969,Koh Ke & Beng Mealea Temple,Bus Tours,1,5,8,225.65,"English Speaking Guide, Air-conditioned vehicle, Cool Water and Towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
970,Private Kbal Spean & Banteay Srei Guided Tour,Full-day Tours,1,5,7,51.29,"Hotel pickup and drop-off, Private transport by air-conditioned vehicle, 8 hour tour of Kbal Spean, Banteay Srei and 2 temples (if time permits), Professional English-speaking guide, Cold towels, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
971,Phnom Penh Intercity,City Tours,1,5,6,133.34,"Air-conditioned vehicle, Hotel pick-up, Drop-off at Phnom Penh hotel or Phnom Penh airport, Bottled water & Cold Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
972,1 Day - Waterfall + Beng Mealea Temple,Full-day Tours,1,5,10,153.85,"Air-conditioned vehicle, All Fees and Taxes, English speaking tour guide, Bottled water, Cold towel, Pick up from hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
973,Siem Reap Rustic Side Quad Bike Adventure,Bike Tours,1,5,1,47,"Hotel pick up and drop off, Quad bike for one adult, Quad bike instructor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
974,Full Day Angkor Discovery Tour,Bus Tours,1,5,7,46.16,"Experienced local English speaking tour guide., Transportation for the whole trip., All sightseeing & tour activities as programmed., Khmer set lunch., 1 drink (shake or soft drink or fresh coconut juice or a can of Angkor beer)., 2 bottled water + 2 wet tissue/pax.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
975,Sihanouk Ville Airport Pickup or Transfer,Bus Tours,1,5,1,23.47,"Experienced local English speaking tour guide., Transportation for the whole trip., All sightseeing & tour activities as programmed., Khmer set lunch., 1 drink (shake or soft drink or fresh coconut juice or a can of Angkor beer)., 2 bottled water + 2 wet tissue/pax.",
976,3-day Highlight of Phnom Penh Cambodia,Bus Tours,1,5,72,317.95,"Experienced local English speaking tour guide., Transportation for the whole trip., All sightseeing & tour activities as programmed., Khmer set lunch., 1 drink (shake or soft drink or fresh coconut juice or a can of Angkor beer)., 2 bottled water + 2 wet tissue/pax.",
977,Siem Reap to Sihanoukville by Private Car or Minivan,Full-day Tours,1,5,10,119.13,"Hotel pickup and drop-off from hotel only (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, Toilet stops","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
978,Countryside Cooking Class,Cooking Classes,1,5,5,46.16,"Coooking class, Local Chef acts as instructor, Return transfer by Remork (Tuk Tuk) from/to your hotel in town","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
979,Food and City Tour in Siem Reap,Tuk Tuk Tours,1,5,4,48,"Local food, Drinks, Wine tasting, Professional local guide, Tuk Tuk transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
980,4 Days - Siem Reap Angkor Wat Complex,Luxury Car Tours,1,5,72,229,"Dinner, Private Luxury Car tour, Boat ticket to Tonle Sap Lake","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
981,"Beng Mealea, Banteay Srei & Roulous Group",Adventure Tours,,,8,140,"Professional English Speaking Tour Guide, Hotel pickup/drop-off, Cold Water, Entry/Admission - Banteay Srei, Entry/Admission - Beng Mealea, Entry/Admission - Bakong, Entry/Admission - Lolei, Entry/Admission - Preah Ko","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
982,Sihanoukville to Phnom Penh by Private Car or Minivan,Adventure Tours,1,5,4,55,"Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car or Minivan with good air conditioned, Professional driver, All toll fees, Toilet stop, Hotel pickup and drop-off","Asia, Cambodia, Sihanoukville Province, Sihanoukville, Things to Do in Sihanoukville, Sihanoukville Tours, Tours and Tickets"
983,Private Angkor Wat sunrise less crowded temples,Full-day Tours,1,5,7,64.62,"English speaking guide with license, Tuk Tuk and driver, Cold bottle of water and towels, Gratuity is recommended, pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
984,Sunrise at the Temples of Angkor Small Group Tour,Bus Tours,1,5,7,58,"English Speaking Guide (License guide), Air-con Vehicle (Van or Bus), Mineral Water, Pickup and drop off from hotel client stay (in Siem Reap) (from 4:30am - 5:30am for pickup)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
985,"Private Exploration to Kbal Spean, Banteay Srei and Banteay Samre",Bus Tours,1,5,8,166.67,"Bottled water, Professional guide, Hotel pickup and drop-off, Private tour, Transport by air-conditioned minivan","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
986,Temples with Sunrise Adventure- Private Tour,Full-day Tours,1,5,7,75,"Experienced and licensed English Speaking Tour Guide, Air-conditioned vehicle, Bottled water, Pickup and drop off from hotel in Siem Reap City, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
987,Khmer Gourmet Private Class For 2,Cooking Classes,1,5,3,75,"Private transportation, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
988,Siem Reap Draw on your 3 Mugs Painting Workshop,Painting Classes,1,5,2,33,"Instructor, 2 elephant mugs, 2 saucers, Use of all art materials, Hotel pickup and drop-off by tuk tuk, Water and a refreshing towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
989,3 Days Visit the Majesty of Angkor,Full-day Tours,1,5,7,200,"Air-conditioned vehicle, Bottled water, Boat & Fees to visit Tonle Sap, English Speaking Guide, Entry/Admission - Tonle Sap Lake","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
990,Silk Island Tours Koh Dach from Phnom Penh by Tuk Tuk,Ports of Call Tours,1,5,4,27,"Transportation: Tuk Tuk, English speaking driver as your guide, Entrance fee, Ferry ticket: round trip, Cold water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
991,The Tonle Sap Trail: Cycling from Phnom Penh to Angkor,Adventure Tours,1,5,6,835.9,"Hotel pickup and drop-off, Use of bicycle, Use of helmet, Transport by air-conditioned minivan, Professional guide, Meals as per itinerary (B=breakfast, L=lunch, D=dinner), 2 nights accommodation, Entry/Admission - Oudong Temple","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
992,1 Day Private Tour to All Angkor Main Temples and Bakheng Sunset,Full-day Tours,1,5,11,92,"tour guide to all the main temples., transportation (A/C car or mini van)., cold water and cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
993,Day Trip to Preah Vihear Temple and Koh Ker UNESCO Site from Siem Reap,Bus Tours,1,5,12,185.62,"Hotel pickup and drop-off, Bottled water and cold towel during the tour, Unlimited beer and soft drinks, Professional local English speaking guide, Private tour, Tour by air conditioned car,, 4WD drive up to mountain of Preah Vihear temple, Addmission fees for Preah Vihear and Koh Ker","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
994,Angkor Wat Sunrise and Market Tour by Jeep,Adventure Tours,1,5,7,80,"English speaking tour guide, Private vehicle by Jeep with an experience driver, Cool bottle of water and towels during this tour, Hotel pick-up and drop off by Jeep, Breakfast (Cambodian food with desserts)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
995,Siem Reap Angkor Sunrise Private tour by Bike,Full-day Tours,1,5,7,64.62,"Professional English speaking guide, Standard bicycles, Set menu food for lunch and Breakfast, Cool pure drinking water, Gratuity is recommended, Fruit Snacks, Tuk Tuk and driver","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
996,5 Days Private Guide Tour Phnom Penh to Siem Reap included domestic flight,Bus Tours,1,5,72,992.83,"Lunch, Lunch, Breakfast, Breakfast, Lunch, Breakfast, Breakfast, Stay 1 night at the iRoHa Garden Hotel (Comfort Room with Balcony), Stay 3 nights stay at the Borei Angkor Resort & Spa (Landmark Room), Private transportation by modern air-conditioned vehicle - Toyota, Honda or Ford, Professional Licensed English Speaking guide, Sightseeing as specified in the itinerary including entrance fees, Domestic flight tickets from Phnom Penh - Siem Reap on economy class, Boat cruise as specified in the programmed, 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Included admission fee to visit the Royal Palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Choeung Ek Genocidal Center $5.00 person, Included admission fee to visit the Tuol Sleng Genocide Museum $5.00 person, Included admission fee to visit the Wat Phnom Temple $1.00 person, Included admission fee to visit the temples in Angkor Archaeological Park three-day ticket $62.00, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Friends 'n' Stuff, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Phimeanakas, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat, Entry/Admission - Beng Mealea, Entry/Admission - Koh Ker Temple, Entry/Admission - Banteay Srei, Entry/Admission - Kompong Phluk","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
997,"Best of Kep, Kampot from Sihanoukville Cruise Port/Phnom Penh",Full-day Tours,,,7,151.29,"Sihanoukville Cruise Port or Hotel pickup and drop-off, Local English Speaking Guide through out the tour, Shared air conditioned vehicle on tour, Cold bottled waters on tours, Group Tour (this tour you will join with other people), All entrance fees","Asia, Cambodia, Things to Do in Cambodia, Cambodia Tours"
998,"4-Day 'Temples, Mountain and Lake' Tour",Adventure Tours,1,5,72,227.18,"Hotel pickups and drop-offs, Air conditioned vehicle for pickups, drop-offs and tours, Professional English-speaking guide, Fee for motorised boat, Bottled water, Cold towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
999,Private Taxi From Phnom Penh to Kep Overland Transfer,Bus Tours,1,5,4,51,"Gasoline, toll, parking, private driver, Passenger insurance in the vehcles","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1000,Full-Day Tour to Angkor Temples from Siem Riep,Bus Tours,1,5,10,27,"Experienced English-speaking tour guide, Air-conditioned vehicle, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1001,"Angkor Wat Three Days Tour, Lunch, and Floating Village By Tuk Tuk",Tuk Tuk Tours,,,72,153.85,"Tuk Tuk with a Driver, English speaking tour guide, Lunch at local restaurant next to the temples, Cool bottles of water and towels, Hotel pick up and drop off, Lunch, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1002,Three-day tour Discovering Angkor Wat and Floating Village,Bus Tours,1,5,72,156.42,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1003,Motobike Countryside Adventure - Full day with lakeside lunch,Bike Tours,1,5,6,65,"Lunch, Moto and fuel, All Fees and Taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1004,Afternoon Tour to Ta Prohm Bayon Angkor Wat with Sunset,Full-day Tours,1,5,7,40,"Air-Conditioned Car, Drinking Water and Cold Towels, Hotel Pickup and Drop Off, Local English Speaking Tour guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1005,Angkor’s Magical Beng Mealea and Koh Ker,Bus Tours,1,5,7,227.87,"A full day tour with a professional English-speaking guide., Transportation by car / mini-van / coach with professional driver, All entrance and donation fees for visits as mentioned in the description, All applicable taxes and service charges, Lunch at a local restaurant is included (food only), One day pass into the Angkor Archaeological site, Entry/Admission - Beng Mealea, Entry/Admission - Koh Ker Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1006,"3 Days VIP Tour to Angkor Wat, Preah Vihear and Koh Ker",Bus Tours,1,5,72,540.52,"Lunch, A/C Car, Fuel, All Entrance Fees of places mentioned in the itinerary, English Speaking Tour Guide, Cold Mineral Water, Cold Face Towels, Transfer out to the airport, Entry/Admission - Banteay Srei, Entry/Admission - Angkor Wat, Entry/Admission - Bayon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Prasat Suor Prat, Entry/Admission - Ta Prohm Temple, Entry/Admission - Kompong Phluk, Entry/Admission - Roluos Temples, Entry/Admission - Preah Vihear Temple, Entry/Admission - Koh Ker Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
